course,subject,question,explanation,type,options
Anaesthesiology,Benzodiazepines,"
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">An elderly woman, aged 70, experiences a tonic-clonic seizure while at the hospital. Intravenous lorazepam is given to manage the persistent seizure activity. After administering lorazepam, which side effect should be closely monitored?</span></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Lorazepam, a type of benzodiazepine, is useful for managing seizures. However, it can greatly reduce central respiratory function, especially in older adults or when administered in larger amounts.</span></body></html>
",single_choice,"[{""option"":""Hypoglycaemia"",""correct"":false},{""option"":""Hyperkalaemia"",""correct"":false},{""option"":""Respiratory depression"",""correct"":true},{""option"":""Acute renal failure"",""correct"":false},{""option"":""Hepatic encephalopathy"",""correct"":false}]"
Anaesthesiology,Remove endotracheal tube and commence face mask ventilation,"
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">A skilled anaesthetist initiated the induction of anaesthesia and successfully intubated a patient preparing for a laparoscopic cholecystectomy. Shortly after the intubation, the following vital signs were recorded:</span></p>
<p> </p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">SpO2 80% on 100% O2</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Capnography ETCO2 1%</span></p>
<p> </p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">What would be the most suitable course of action?</span></p>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">To ensure the endotracheal tube is correctly positioned, Capnography can be utilized to measure the end-tidal CO2, which indicates the partial pressure of CO2 in exhaled air. If the tube is mistakenly placed in the esophagus, there will be an immediate decrease in CO2 levels in the expelled air.</span></p>
<p> </p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">In the event of a failed intubation, it’s critical to promptly remove the tube, insert a laryngeal mask, or attempt re-intubation. If these options are not feasible, initiate face mask ventilation to maintain respiratory function.</span></p>
<p> </p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Keep in mind that a failed intubation leads to unsuccessful ventilation.</span></p>
",single_choice,"[{""option"":""Adrenaline"",""correct"":false},{""option"":""Increase ventilation"",""correct"":false},{""option"":""Salbutamol"",""correct"":false},{""option"":""Cricothyroidotomy"",""correct"":false},{""option"":""Remove endotracheal tube and commence face mask ventilation"",""correct"":true}]"
Anaesthesiology,Status epilepticus,"
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 14.6667px; font-family: Arial; background-color: transparent; vertical-align: baseline; white-space: pre-wrap;"">A 30-year-old woman, currently 18 weeks into her pregnancy, arrives at the Emergency Department. She has a history of epilepsy and has been inconsistent with her medication, having missed doses for the past 5 days. Earlier this morning, she experienced a tonic-clonic seizure lasting 5 minutes and was subsequently transported by ambulance. IV access has been established. While awaiting a physician, she begins to have another generalized tonic-clonic seizure. What is the SINGLE most suitable course of action?</span></p>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Seizures that persist for more than 6 minutes require immediate treatment with intravenous lorazepam, which may be repeated after 10 minutes if seizures continue or do not respond. While intravenous diazepam is effective, it poses a significant risk of thrombophlebitis, a risk mitigated by using an emulsion formulation. Suppository absorption of diazepam is too slow for managing status epilepticus.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Pregnancy does not alter the approach to treating convulsive status epilepticus.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #134f5c; background-color: transparent; font-weight: 400; font-style: italic; text-decoration: none;"">The treatment for ongoing generalized tonic-clonic seizures (convulsive status epilepticus) in a hospital setting differs from that in the community. Here, we will focus solely on hospital management.</span></p>
",single_choice,"[{""option"":""IV Lorazepam"",""correct"":true},{""option"":""IV Phenobarbital"",""correct"":false},{""option"":""IV Phenytoin"",""correct"":false},{""option"":""Refer to ICU"",""correct"":false},{""option"":""Rectal Diazepam"",""correct"":false}]"
Anaesthesiology,"Propofol, Sevoflurane, Expected finding or Heart Block","
<span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">A 28-year-old woman is placed under general anaesthesia for a scheduled procedure. The induction and maintenance agents used are propofol, sevoflurane, and remifentanil. Following initial assisted ventilation during induction, she is transitioned to an IPPV (intermittent positive pressure ventilation) circuit. Subsequently, her heart rate and blood pressure decrease to 44 beats per minute and 74/34 mmHg, respectively. She is receiving a continuous infusion of Hartmann’s solution. The anaesthetist promptly administers IV boluses of ephedrine hydrochloride, stabilizing her vitals. Despite this, she remains unresponsive. What is the most probable diagnosis?</span>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Both opioids and propofol can lead to decreased arterial pressure. However, their central effects and baroreflex responses result in a heart rate decrease, contrasting with the typical increase seen in hypotension.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">While conditions may worsen to cause dysrhythmias or heart blocks, the temporary clinical picture that improved after resuscitation suggests a less severe issue, such as syncope.</span></p>
<br />
<p><em><colorcyan>Blood pressure may drop post-induction with propofol and sevoflurane if dosages are excessive. This effect is temporary and can be remedied with ephedrine, a sympathomimetic agent.</colorcyan></em></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Option A (malignant hyperthermia) is improbable, as initial signs typically include sympathetic activation, tachycardia, elevated CO2, and high temperatures.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Option B (anaphylaxis) is unlikely since it usually manifests with respiratory symptoms like bronchospasms, leading to tachycardia before bradycardia.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Option D (faulty monitor) is implausible, as a malfunctioning device would show no readings.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Option E (complete heart block) is unlikely. Propofol often induces hypotension and bradycardia. While sevoflurane and remifentanil can similarly lead to hypotension, complete heart blocks are rare, especially in a 28-year-old without known heart issues. <em><colorcyan>Collectively, we have 13 years of anaesthetic experience and have never encountered a complete heart block with these agents.</colorcyan></em></span></p>
<br />
<p><em><colorcyan>In summary, labeling it as complete heart block suggests no better explanation exists, whereas expected findings in anaesthesia encompass broader possibilities, including transient vasovagal syncope that may respond to sympathomimetics or improve with a change in position.</colorcyan></em></p>
",single_choice,"[{""option"":""Malignant hyperthermia"",""correct"":false},{""option"":""Anaphylaxis"",""correct"":false},{""option"":""Expected finding in an anaesthetized patient"",""correct"":true},{""option"":""Faulty monitor"",""correct"":false},{""option"":""Complete heart block"",""correct"":false}]"
Anaesthesiology,Bag valve mask ventilation,"
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A 4-year-old boy was discovered unresponsive by his mother. She transported him to the Emergency Department by car. According to her, he has been unresponsive for the last 30 minutes. His respiratory rate is 10 breaths per minute, and his oxygen saturation is at 88%. His airway remains clear. What should be the first step taken in this situation?</span></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">The patient's breathing rate and oxygen levels are concerningly low. The immediate action should be to facilitate ventilation. This can be accomplished through bag-valve-mask ventilation, which provides oxygen to a patient who is breathing on their own but insufficiently. This method is particularly vital for patients struggling to breathe adequately, as is the case here. Intubation is not necessary at this moment but should be contemplated if the child’s condition worsens or if bag-valve-mask ventilation proves ineffective. While the underlying cause is not specified, one might suspect a narcotic overdose or potential respiratory failure in a child with a decreased breathing rate.</span></body></html>
",single_choice,"[{""option"":""Intravenous fluids"",""correct"":false},{""option"":""Carotid massage"",""correct"":false},{""option"":""Bag valve mask ventilation"",""correct"":true},{""option"":""Intubate"",""correct"":false},{""option"":""Intravenous glucose"",""correct"":false}]"
Anaesthesiology,"Fat embolism Vs Pulmonary embolism, Venous thromboembolism","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">A 69-year-old female has experienced sudden breathlessness over the last day. Two weeks ago, she underwent intramedullary nailing for a right femur fracture and has been confined to bed since. Her medical history includes metastatic breast cancer. Currently, her vital signs are: temperature at 37.1°C, heart rate of 125 beats per minute, blood pressure at 110/80 mmHg, respiratory rate of 30 breaths per minute, and oxygen saturation at 81% on room air. An ECG indicates sinus tachycardia.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">An arterial blood gas (ABG) test was performed with the following results:</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">pH 7.46 (7.35-7.45)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">pCO2 3.8 kPa (4.7-6.0 kPa)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">pO2 7.3 kPa (10-14 kPa)</span></p>
<br /><br /><br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">What is the most likely diagnosis?</span></p>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Among the most noteworthy conditions are venous thromboembolism and fat embolism, both of which exhibit similar symptoms and signs.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">A fracture of the femur often raises concerns about fat embolism; however, in this scenario, it's merely a distraction. Typically, fat embolisms arise within 24 to 72 hours following a fracture, making it improbable for them to occur 3 weeks post-injury.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">The patient's history of immobilization, surgery, and breast cancer along with her symptoms suggest a diagnosis of venous thromboembolism.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">The patient is experiencing respiratory alkalosis due to hyperventilation. Without intubation, she is likely to progress to acidosis.</span></p>
",single_choice,"[{""option"":""Venous thromboembolism"",""correct"":true},{""option"":""Fat embolism"",""correct"":false},{""option"":""Atelectasis"",""correct"":false},{""option"":""Post-operative infection"",""correct"":false},{""option"":""Haematoma"",""correct"":false}]"
Anaesthesiology,"Burns Management, Airway obstruction","
<p><span style=""font-size: 14.6667px; font-family: Arial; background-color: transparent; vertical-align: baseline; white-space: pre-wrap;"">A 25-year-old male arrives at the emergency room with partial thickness burns covering his body due to a residential fire. He exhibits a continual cough and stridor. The examination reveals severe neck burns, carbonaceous sputum, soot in the oral cavity, and swelling of the oropharynx. What is the most suitable management approach?</span></p>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">In the aftermath of severe burns, if signs of potential airway obstruction (such as stridor or oropharyngeal swelling) are present, immediately seek assistance from senior ED staff and an experienced anaesthetist. Prompt general anaesthesia and tracheal intubation could be critical.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Always prioritize airway, breathing, and circulation in that order.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Smoke inhalation is a frequent cause of mortality among burn patients. Initial evaluations might show no injury, but laryngeal edema can arise quickly, making early intubation necessary if inhalation damage is suspected.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; text-decoration: none;"">Symptoms of smoke inhalation injury:</span></p>
<ul>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Chronic cough</span></p></li>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Stridor</span></p></li>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Wheezing</span></p></li>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Dark sputum indicating high soot exposure</span></p></li>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Use of accessory muscles to breathe</span></p></li>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Blisters or swelling in the oropharynx</span></p></li>
    <li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Hypoxia or elevated carbon dioxide levels</span></p></li>
</ul>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 14.666666666666666px; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; text-decoration: none;"">Reference:</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><a href=""http://patient.info/doctor/inhalation-injury"" style=""text-decoration: none;""><span style=""font-size: 14.666666666666666px; color: #1155cc; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: underline;"">http://patient.info/doctor/inhalation-injury</span></a></p>
",single_choice,"[{""option"":""Topical antibiotics"",""correct"":false},{""option"":""Fluid resuscitation"",""correct"":false},{""option"":""Immediate burn care and cooling"",""correct"":false},{""option"":""Intravenous analgesia"",""correct"":false},{""option"":""Tracheal intubation"",""correct"":true}]"
Anaesthesiology,"Chronic obstructive pulmonary disease (COPD), management of acute exacerbation, Pneumothorax","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">An elderly gentleman, aged 72, with chronic obstructive pulmonary disease (COPD), arrives at the Emergency Department experiencing sudden shortness of breath and left chest discomfort after a severe coughing fit. He is utilizing accessory muscles for breathing, receiving 2 liters per minute of oxygen through a nasal cannula. Upon examination, percussion reveals hyperresonance on the left side with decreased breath sounds. Vital signs indicate a respiratory rate of 28 breaths per minute, heart rate of 110 beats per minute, blood pressure at 135/85 mmHg, and an oxygen saturation of 88% with current oxygen support. Arterial blood gas results are:</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">pH 7.28 (7.35 - 7.45)</span></p><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">PaO2: 7.5 kPa (10-14 kPa)</span></p><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">PaCO2: 7.5 kPa (4.7-6.0)</span></p><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Bicarbonate 25 mmol/L (22-26)</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A chest X-ray indicates a left-sided pneumothorax with a 2.5cm air rim at the hilum level. What is the most suitable management?</span></p></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A secondary pneumothorax arises from existing lung conditions, such as COPD. Due to the size of the pneumothorax and the patient's significant distress, the best immediate action is to place a chest drain. This procedure facilitates lung re-expansion and helps stabilize the patient’s breathing.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Non-invasive ventilation (NIV), like CPAP or BiPAP, is commonly used during COPD flare-ups to aid breathing. However, in the presence of a pneumothorax, NIV may exacerbate the situation by increasing air leakage and enlarging the pneumothorax due to positive pressure.</span></p><br /></body></html>
",single_choice,"[{""option"":""Increase the flow of oxygen through the nasal cannula"",""correct"":false},{""option"":""Administer non-invasive ventilation (NIV)"",""correct"":false},{""option"":""Perform needle aspiration of the pneumothorax"",""correct"":false},{""option"":""Insert a chest drain"",""correct"":true},{""option"":""Prescribe antibiotics for potential secondary infection"",""correct"":false}]"
Anaesthesiology,"Stridor, Epiglottitis, Antibiotics","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A 44-year-old man has been admitted to the hospital experiencing escalating breathing difficulties. Shortly thereafter, he was moved to the ICU due to the deterioration of his condition. He exhibits a fever of 38.5°C, marked stridor, considerable drooling, and a muffled voice. He describes a rapid onset of symptoms, with worsening trouble swallowing over the past few hours. The anaesthetist is monitoring him closely due to potential airway compromise. What would be the most suitable course of action?</span></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">When there is a strong clinical indication of acute epiglottitis, based on symptoms and examination (e.g., a sudden fever, difficulty swallowing, excessive drooling, stridor, and a muffled voice), the diagnosis can often be assumed. Immediate treatment with IV antibiotics should be started.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Acute epiglottitis is a critical condition resulting from inflammation of the epiglottis, primarily caused by bacterial infections (most frequently Haemophilus influenzae type B historically, but other germs may also be involved, particularly after the H. influenzae vaccine was introduced). This inflammation can quickly obstruct the airway.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Immediate care must prioritize maintaining a clear airway. Intubation may be required if airway obstruction is imminent, which is why the anaesthetist closely monitors the patient.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">IM adrenaline is used for anaphylaxis. The patient's symptoms may resemble those of anaphylaxis, such as breathing difficulties and sudden onset of signs. However, certain clinical features suggest that acute epiglottitis is a more probable diagnosis:</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:italic;text-decoration:underline;vertical-align:baseline;""><u><i>Significant Drooling:</i></u></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""> This is a primary symptom of epiglottitis, as the patient struggles to swallow saliva due to pain or obstruction. While anaphylaxis can lead to swallowing difficulty, severe drooling is not characteristic of it.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:italic;text-decoration:underline;vertical-align:baseline;""><u><i>Muffled Voice:</i></u></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""> Often described as a ""hot potato voice,"" this is another classic indication of epiglottitis.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:italic;text-decoration:underline;vertical-align:baseline;""><u><i>Fever:</i></u></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""> Fever is not common in anaphylaxis but is frequently present in infections like epiglottitis.</span></p><br /><span style=""color:#000000;font-weight:400;font-style:italic;text-decoration:underline;vertical-align:baseline;""><u><i>Lack of Exposure or Trigger:</i></u></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""> The case does not mention exposure to common anaphylactic triggers, such as foods, medications, insect stings, or other allergens.</span></body></html>
",single_choice,"[{""option"":""Intramuscular adrenaline"",""correct"":false},{""option"":""Nebulised salbutamol"",""correct"":false},{""option"":""Intravenous salbutamol"",""correct"":false},{""option"":""Intravenous adrenaline"",""correct"":false},{""option"":""Intravenous antibiotics"",""correct"":true}]"
Anaesthesiology,Stroke management,"
<p><span id=""docs-internal-guid-510d5c93-7fff-a368-e858-1ca523bdecbd""><span style=""font-size: 11pt; font-family: Arial; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">A 71-year-old woman collapses in front of her son, prompting him to call for paramedics as she struggles to stand and exhibits weakness on her right side. Upon her arrival at the emergency department, her Glasgow Coma Scale (GCS) score is 13/15, accompanied by right-sided weakness. She becomes increasingly restless, and within an hour, her GCS drops to 8/15. What is the SINGLE most appropriate next step to take?</span></span></p>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal;"">The next crucial step involves an anaesthetic evaluation. The patient's history suggests a stroke, yet her consciousness has significantly diminished. This situation must be managed before any diagnostic tests or treatments can commence. An anaesthetist must be informed now rather than during a peri-arrest scenario when her GCS falls to 5 or 6. Ensuring airway stability will allow for a safe CT scan.</span></p><br/><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal;"">Other treatment options are less suitable at this stage.</span></p><br/><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal;"">Thrombolysis or aspirin → </span><span style=""font-size: 11pt; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal;"">are treatments for ischaemic strokes, pending a CT scan to rule out a haemorrhage.</span></p><br/><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal;"">Lorazepam </span><span style=""font-size: 11pt; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal;"">→ While agitation may occur in intracranial incidents, especially with haemorrhages, sedation should be avoided as it can obscure genuine changes in consciousness.</span></p><br/><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal;"">Urgent CT head </span><span style=""font-size: 11pt; background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal;"">→ This is essential to confirm a stroke diagnosis and to check for primary haemorrhage, but it must follow airway stabilization by the anaesthetist.</span></p>
",single_choice,"[{""option"":""Urgent anaesthetic review"",""correct"":true},{""option"":""Start thrombolysis treatment"",""correct"":false},{""option"":""Give aspirin"",""correct"":false},{""option"":""Give lorazepam"",""correct"":false},{""option"":""Urgent CT head"",""correct"":false}]"
Anaesthesiology,"Intubation, pH 7.1, Low respiratory rate","
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">A 50-year-old male presents with shortness of breath and confusion, transported by paramedics to the Emergency Department. His medical history includes COPD, managed with salbutamol inhalers and a triple therapy regimen of beclometasone, formoterol, and tiotropium. Upon arrival to A&E, his Glasgow Coma Scale is 11/15. Vital signs show a temperature of 38.1°C, a heart rate of 106 beats per minute, a respiratory rate of 9 breaths per minute, and an oxygen saturation of 83%. Oxygen therapy has commenced using a venturi mask set at 40%. Auscultation reveals diminished breath sounds. An arterial blood gas analysis yields the following results:</span></p>
<p>&nbsp;</p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">pH 7.10 (7.35 - 7.45)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">PaO2 = 8 kPa (10 - 14)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">PaCO2 = 12 kPa (4.7 - 6.0)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">Bicarbonate 30 mmol/l (22 - 26)</span></p>
<p>&nbsp;</p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">What is the most suitable management option?</span></p>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">Recognizing the need for intubation in respiratory failure is crucial. This situation reflects a decompensated state, indicated by elevated CO2 levels, respiratory acidosis, a decrease in GCS, and hypoventilation. His respiratory rate is low due to exhaustion. Signs such as diminished breath sounds, acidosis, and a reduced respiratory rate suggest the need for intubation and ventilation, rather than relying on medications.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal;"">His slightly elevated bicarbonate levels are due to being a chronic CO2 retainer, leading to some renal compensation. In cases of chronic respiratory acidosis, renal compensation develops slowly. However, he is currently experiencing acute acidosis stemming from a deteriorating condition.</span></p>
",single_choice,"[{""option"":""Administer intravenous magnesium sulphate"",""correct"":false},{""option"":""Administer intravenous hydrocortisone"",""correct"":false},{""option"":""Administer salbutamol nebulisers"",""correct"":false},{""option"":""Intubate and ventilate"",""correct"":true},{""option"":""Administer intravenous doxapram"",""correct"":false}]"
